"","team","passer","time","mins","secs","x.start","y.start","x.end","y.end","outcome","assist","key","headed","throw","receiver"
"473","Liverpool","Simon Mignolet",2303,38,23,32.7,47.6,42.9,67.8,"completed","0","0","0","0","Ragnar Klavan"
"474","Liverpool","Ragnar Klavan",2307,38,27,49.5,68.5,59.9,84.1,"completed","0","0","0","0","Alberto Moreno"
"475","Liverpool","Alberto Moreno",2311,38,31,61.2,86.3,63.5,72.4,"failed","0","0","0","0","Laurent Depoitre"
"476","Hudd Town","Laurent Depoitre",2314,38,34,42.3,14.7,41.9,10.1,"failed","0","0","0","0","Tommy Smith"
"477","Liverpool","Joseph Gomez",2339,38,59,25,16.2,36.8,25.3,"completed","0","0","0","0","James Milner"
"478","Hudd Town","Zanka",2341,39,1,27.2,11,4.4,29.7,"completed","0","0","0","0","Jordan Henderson"
"479","Liverpool","Roberto Firmino",2341,39,1,36.4,93.9,34.8,75.4,"completed","0","0","1","0","Zanka"
"480","Liverpool","Alberto Moreno",2341,39,1,25.2,95.7,36.4,93.9,"completed","0","0","1","0","Roberto Firmino"
"481","Hudd Town","Jonas Lössl",2341,39,1,4.4,29.7,36.1,0,"failed","0","0","0","0","Mohamed Salah"
"482","Liverpool","Jordan Henderson",2341,39,1,35.9,76.3,71.2,90.3,"failed","0","0","0","0","Jonas Lössl"
"483","Hudd Town","Tommy Smith",2341,39,1,50.1,0,68.8,4.4,"failed","0","0","0","1","Jordan Henderson"
"484","Hudd Town","Danny Williams",2341,39,1,56.8,22.1,69.4,11.4,"completed","0","0","1","0","Ragnar Klavan"
"485","Liverpool","Joseph Gomez",2341,39,1,60.1,12,57.2,29.5,"completed","0","0","0","0","Danny Williams"
"486","Liverpool","Jordan Henderson",2341,39,1,58.7,33.4,60.1,12,"completed","0","0","0","0","Joseph Gomez"
"487","Liverpool","Joel Matip",2341,39,1,44.7,52.5,55.2,38.6,"completed","0","0","0","0","Jordan Henderson"
"488","Liverpool","Ragnar Klavan",2341,39,1,47.3,73.8,44.7,52.5,"completed","0","0","0","0","Joel Matip"
"489","Liverpool","Alberto Moreno",2341,39,1,59.3,79.7,42.9,73.3,"completed","0","0","0","0","Ragnar Klavan"
"490","Liverpool","Ragnar Klavan",2341,39,1,56.1,70,59.9,82,"completed","0","0","0","0","Alberto Moreno"
"491","Liverpool","Jordan Henderson",2341,39,1,56,23.3,56,56.4,"completed","0","0","0","0","Ragnar Klavan"
"492","Hudd Town","Chris Löwe",2341,39,1,33.3,100,46.4,94.4,"completed","0","0","0","1","Jordan Henderson"
"493","Hudd Town","Danny Williams",2341,39,1,17.2,65.2,29.3,84.4,"completed","0","0","0","0","Chris Löwe"
"494","Hudd Town","Jonathan Hogg",2341,39,1,16,57.2,17.2,65.2,"completed","0","0","0","0","Danny Williams"
"495","Liverpool","Jordan Henderson",2341,39,1,56.5,63.1,89.6,30.1,"completed","0","0","0","0","Jonathan Hogg"
"496","Liverpool","Joel Matip",2341,39,1,49.4,51.2,59.4,66.9,"completed","0","0","0","0","Jordan Henderson"
"497","Liverpool","Ragnar Klavan",2341,39,1,49.4,89.1,49.4,51.2,"completed","0","0","0","0","Joel Matip"
"498","Liverpool","Alberto Moreno",2341,39,1,65.3,100,48.9,89.6,"completed","0","0","0","1","Ragnar Klavan"
"499","Liverpool","Ragnar Klavan",2341,39,1,27.4,78.5,44,69.1,"failed","0","0","1","0","Alberto Moreno"
"500","Liverpool","Jordan Henderson",2341,39,1,58.8,26.4,100,72.3,"failed","0","0","0","0","Ragnar Klavan"
"501","Hudd Town","Aaron Mooy",2341,39,1,47.5,78.5,48.4,88.7,"failed","0","0","1","0","Jordan Henderson"
"502","Liverpool","Ragnar Klavan",2341,39,1,30.3,6.8,55.1,24.4,"failed","0","0","0","0","Aaron Mooy"
"503","Hudd Town","Laurent Depoitre",2341,39,1,46.4,94.4,62.2,90.3,"failed","0","0","0","0","Ragnar Klavan"
"504","Hudd Town","Tom Ince",2341,39,1,31.6,92.4,33.4,93,"failed","0","0","0","0","Laurent Depoitre"
"505","Liverpool","Mohamed Salah",2341,39,1,89.6,30.1,84.8,38.9,"failed","0","0","1","0","Tom Ince"
"506","Liverpool","Daniel Sturridge",2341,39,1,49.9,49.6,45,42.7,"completed","0","0","0","0","Jordan Henderson"
"507","Liverpool","Joseph Gomez",2343,39,3,44.4,12.3,40.5,41.5,"completed","0","0","0","0","Joel Matip"
"508","Liverpool","Joel Matip",2346,39,6,40.8,43.6,44.2,74.2,"completed","0","0","0","0","Ragnar Klavan"
"509","Liverpool","Ragnar Klavan",2348,39,8,43.8,74.2,46.8,94.2,"completed","0","0","0","0","Alberto Moreno"
"510","Liverpool","Alberto Moreno",2350,39,10,46.8,94.2,56.2,78.5,"completed","0","0","0","0","Georginio Wijnaldum"
"511","Liverpool","Georginio Wijnaldum",2351,39,11,56.2,78.5,42.4,79.1,"completed","0","0","0","0","Ragnar Klavan"
"512","Liverpool","Ragnar Klavan",2357,39,17,43.6,75.9,40.9,51,"completed","0","0","0","0","Joel Matip"
"513","Liverpool","Joel Matip",2360,39,20,48,51,62.6,86,"completed","0","0","0","0","Georginio Wijnaldum"
"514","Liverpool","Georginio Wijnaldum",2363,39,23,62.6,86,66.4,97.7,"completed","0","0","0","0","Alberto Moreno"
"515","Liverpool","Alberto Moreno",2367,39,27,65,97.5,43.8,69.6,"completed","0","0","0","0","Ragnar Klavan"
"516","Liverpool","Ragnar Klavan",2369,39,29,44.7,69.3,46.7,31,"completed","0","0","0","0","Joseph Gomez"
"517","Liverpool","Joseph Gomez",2373,39,33,54,24.1,80.6,27.1,"completed","0","0","0","0","James Milner"
"518","Liverpool","James Milner",2374,39,34,80.6,27.1,93.2,30.7,"completed","0","0","0","0","Daniel Sturridge"
"519","Liverpool","Daniel Sturridge",2376,39,36,93.2,30.7,90.3,36.9,"completed","0","0","0","0","James Milner"
"520","Liverpool","James Milner",2378,39,38,90.3,36.9,93.2,35.1,"failed","0","0","0","0","Christopher Schindler"
"521","Liverpool","James Milner",2379,39,39,94.9,32.1,95.5,32.1,"completed","0","0","0","0","Joseph Gomez"
"522","Liverpool","Jordan Henderson",2386,39,46,46.5,35.4,44.9,20.6,"completed","0","0","0","0","Joseph Gomez"
"523","Liverpool","Joseph Gomez",2397,39,57,44.9,19.2,44.1,26.7,"completed","0","0","0","0","Jordan Henderson"
"524","Liverpool","Jordan Henderson",2399,39,59,42.5,27.4,44.7,10.6,"completed","0","0","0","0","Joseph Gomez"
"525","Liverpool","Joseph Gomez",2417,40,17,35.4,0,19.2,14.1,"completed","0","0","0","1","Joel Matip"
"526","Liverpool","Joel Matip",2419,40,19,20.9,18.2,28.7,59.6,"completed","0","0","0","0","Ragnar Klavan"
"527","Liverpool","Ragnar Klavan",2422,40,22,32,70.9,40.1,92.1,"completed","0","0","0","0","Alberto Moreno"
"528","Liverpool","Alberto Moreno",2430,40,30,51.5,88.3,53.1,48.2,"completed","0","0","0","0","Jordan Henderson"
"529","Liverpool","Jordan Henderson",2433,40,33,53.5,45.7,58,24.4,"completed","0","0","0","0","Joseph Gomez"
"530","Liverpool","Joseph Gomez",2436,40,36,58,24.4,68.5,7,"completed","0","0","0","0","Mohamed Salah"
"531","Liverpool","Mohamed Salah",2437,40,37,68.5,7,57.9,14.7,"completed","0","0","0","0","Joseph Gomez"
"532","Liverpool","Joseph Gomez",2439,40,39,57.9,14.7,46.2,36.7,"completed","0","0","0","0","Joel Matip"
"533","Liverpool","Joel Matip",2443,40,43,53.5,35.8,67.5,5.9,"completed","0","0","0","0","Mohamed Salah"
"534","Liverpool","Mohamed Salah",2448,40,48,67.5,10,78.1,20,"completed","0","0","0","0","Roberto Firmino"
"535","Liverpool","Roberto Firmino",2450,40,50,78.5,20.6,74.9,24.9,"completed","0","0","0","0","Joseph Gomez"
"536","Hudd Town","Christopher Schindler",2452,40,52,24.4,89.4,62.8,100,"failed","0","0","0","0","Alberto Moreno"
"537","Liverpool","Ragnar Klavan",2464,41,4,40.2,68.2,44.2,96.5,"completed","0","0","0","0","Alberto Moreno"
"538","Liverpool","Alberto Moreno",2467,41,7,43.9,96.5,71.4,97.8,"failed","0","0","0","0","Daniel Sturridge"
"539","Liverpool","Alberto Moreno",2478,41,18,74.1,100,68.9,96.3,"completed","0","0","0","1","Roberto Firmino"
"540","Liverpool","Roberto Firmino",2480,41,20,69.7,95.3,62.4,67.8,"completed","0","0","0","0","Jordan Henderson"
"541","Liverpool","Jordan Henderson",2483,41,23,62.8,67.8,80.5,38.3,"completed","0","0","0","0","Jonas Lössl"
"542","Liverpool","Daniel Sturridge",2486,41,26,80.5,38.3,95.2,45.4,"failed","0","0","0","0","Laurent Depoitre"
"543","Hudd Town","Jonas Lössl",2505,41,45,15.2,55.5,69,40.4,"completed","0","0","0","0","Joseph Gomez"
"544","Liverpool","Joseph Gomez",2506,41,46,35.3,0,29.4,20.3,"completed","0","0","0","1","Joel Matip"
"545","Hudd Town","Laurent Depoitre",2510,41,50,69,40.4,70.6,64.9,"failed","0","0","1","0","Daniel Sturridge"
"546","Liverpool","Joseph Gomez",2513,41,53,24.7,38.3,39.6,6.1,"completed","0","0","0","0","Mohamed Salah"
"547","Liverpool","Mohamed Salah",2515,41,55,39.6,6.1,31.1,14.3,"completed","0","0","0","0","Joseph Gomez"
"548","Liverpool","Joel Matip",2519,41,59,31,32.8,39.2,68.8,"completed","0","0","0","0","Ragnar Klavan"
"549","Liverpool","Joseph Gomez",2521,42,1,31.1,14.3,59.6,8,"completed","0","0","0","0","Laurent Depoitre"
"550","Liverpool","Daniel Sturridge",2522,42,2,59.6,8,74.7,30.3,"failed","0","0","1","0","Zanka"
"551","Hudd Town","Laurent Depoitre",2527,42,7,64.7,90.2,52.7,79,"completed","0","0","0","0","Jonathan Hogg"
"552","Hudd Town","Jonathan Hogg",2529,42,9,45.4,64.8,54.1,13.5,"completed","0","0","0","0","Georginio Wijnaldum"
"553","Liverpool","Georginio Wijnaldum",2543,42,23,34.6,96.5,29,81.8,"completed","0","0","0","0","Alberto Moreno"
"554","Liverpool","Alberto Moreno",2547,42,27,34.3,75,45.7,58.8,"completed","0","0","0","0","Danny Williams"
"555","Hudd Town","Danny Williams",2553,42,33,48.7,34.9,51.6,46.6,"completed","0","0","0","0","Aaron Mooy"
"556","Hudd Town","Aaron Mooy",2554,42,34,52.1,47.9,58.6,95.7,"completed","0","0","0","0","Joseph Gomez"
"557","Liverpool","Joseph Gomez",2563,42,43,31.9,0,23.6,14.7,"completed","0","0","0","1","Joel Matip"
"558","Hudd Town","Zanka",2566,42,46,26.6,83.5,67.6,91.5,"failed","0","0","0","0","Alberto Moreno"
"559","Liverpool","Joel Matip",2567,42,47,24.6,20.7,31.5,56.7,"completed","0","0","0","0","Ragnar Klavan"
"560","Liverpool","Ragnar Klavan",2572,42,52,31.5,56.7,42.4,72.1,"completed","0","0","0","0","Alberto Moreno"
"561","Liverpool","Alberto Moreno",2574,42,54,42.4,72.1,44.4,33.1,"completed","0","0","0","0","Joel Matip"
"562","Liverpool","Joel Matip",2581,43,1,44.4,33.1,47.8,70.8,"completed","0","0","0","0","Mohamed Salah"
"563","Liverpool","Alberto Moreno",2615,43,35,54.1,71.5,78.5,62.3,"failed","0","0","0","0","Daniel Sturridge"
"564","Liverpool","James Milner",2644,44,4,42.6,30.1,45.9,12.6,"completed","0","0","0","0","Joseph Gomez"
"565","Liverpool","Joseph Gomez",2648,44,8,46.8,11.3,43.2,48.2,"completed","0","0","0","0","Joel Matip"
"566","Liverpool","Joel Matip",2652,44,12,44.1,49.3,63.8,96.2,"completed","0","0","0","0","Alberto Moreno"
"567","Liverpool","Alberto Moreno",2655,44,15,63.8,96.2,51.1,86.3,"completed","0","0","0","0","Ragnar Klavan"
"568","Liverpool","Ragnar Klavan",2660,44,20,60,80,46.7,47.8,"completed","0","0","0","0","Joel Matip"
"569","Liverpool","Joel Matip",2663,44,23,53.8,40.9,66.4,6.7,"completed","0","0","0","0","Roberto Firmino"
"570","Liverpool","Roberto Firmino",2671,44,31,62.4,18.5,49.5,46.9,"completed","0","0","0","0","Joel Matip"
"571","Liverpool","Joel Matip",2673,44,33,49.5,46.9,59.6,64.8,"completed","0","0","0","0","Jordan Henderson"
"572","Liverpool","Jordan Henderson",2675,44,35,29.4,48.1,32.6,74.2,"completed","0","0","0","0","Alberto Moreno"
"573","Liverpool","Jordan Henderson",2676,44,36,59.3,65.7,64.6,91.4,"completed","0","0","0","0","Alberto Moreno"
"574","Liverpool","Alberto Moreno",2678,44,38,65.8,92.7,54.6,83.9,"completed","0","0","0","0","Ragnar Klavan"
"575","Liverpool","Ragnar Klavan",2680,44,40,55.1,81.5,44.5,40.4,"completed","0","0","0","0","Jordan Henderson"
"576","Liverpool","Jordan Henderson",2687,44,47,60.1,17.6,62.9,4,"completed","0","0","0","0","James Milner"
"577","Liverpool","James Milner",2689,44,49,62.7,4.1,63.7,12.2,"completed","0","0","0","0","Jordan Henderson"
"578","Liverpool","Jordan Henderson",2691,44,51,63.7,12.2,68.4,7.1,"completed","0","0","0","0","Roberto Firmino"
"579","Liverpool","Roberto Firmino",2693,44,53,68.2,17.9,66.5,30.3,"completed","0","0","0","0","James Milner"
"580","Liverpool","James Milner",2694,44,54,66.5,30.3,69.6,67.5,"completed","0","0","0","0","Georginio Wijnaldum"
"581","Liverpool","Alberto Moreno",2697,44,57,32.6,74.2,33.6,53.7,"completed","0","0","0","0","Jordan Henderson"
"582","Liverpool","Jordan Henderson",2699,44,59,33.5,51,42.6,30.1,"completed","0","0","0","0","James Milner"
"583","Hudd Town","Christopher Schindler",2704,45,4,26.6,77.5,30,96,"completed","0","0","0","0","Chris Löwe"
"584","Hudd Town","Chris Löwe",2705,45,5,30,96,22.9,88.7,"completed","0","0","0","0","Christopher Schindler"
"585","Hudd Town","Christopher Schindler",2707,45,7,19.8,86.5,2.1,62.4,"completed","0","0","0","0","Jonas Lössl"
"586","Hudd Town","Jonas Lössl",2715,45,15,2.5,44,69.2,4.1,"completed","0","0","0","0","Laurent Depoitre"
"587","Hudd Town","Laurent Depoitre",2722,45,22,69.2,4.1,71.1,23.3,"completed","0","0","0","0","Tommy Smith"
"588","Liverpool","Simon Mignolet",2729,45,29,8.2,54,44.9,73.2,"failed","0","0","0","0","James Milner"
"589","Hudd Town","Tommy Smith",2730,45,30,55.8,14.7,54.1,34.9,"completed","0","0","1","0","Jonathan Hogg"
"590","Hudd Town","Jonathan Hogg",2733,45,33,51.7,39.5,39.5,60.8,"completed","0","0","0","0","Christopher Schindler"
"591","Hudd Town","Christopher Schindler",2736,45,36,39.7,65.2,36.6,91.8,"completed","0","0","0","0","Chris Löwe"
"592","Hudd Town","Chris Löwe",2741,45,41,42.5,75.4,25,56.9,"completed","0","0","0","0","Jonas Lössl"
"593","Hudd Town","Jonas Lössl",2747,45,47,23.5,60.3,30.5,81.7,"completed","0","0","0","0","Christopher Schindler"
"594","Hudd Town","Christopher Schindler",2750,45,50,30.5,81.7,35.3,95.4,"completed","0","0","0","0","Jonas Lössl"
"595","Hudd Town","Laurent Depoitre",2757,45,57,49.9,50,33.2,43.6,"completed","0","0","0","0","Jonathan Hogg"
"596","Hudd Town","Jonathan Hogg",2759,45,59,31.1,61.2,26.6,77.5,"completed","0","0","0","0","Christopher Schindler"
"597","Hudd Town","Jonas Lössl",2765,46,5,12.9,58.1,25.3,7.4,"completed","0","0","0","0","Tommy Smith"
"598","Hudd Town","Tommy Smith",2770,46,10,25.9,5.6,44.1,9.2,"completed","0","0","0","0","Jordan Henderson"
"599","Liverpool","Jordan Henderson",2775,46,15,49.6,95.3,46,85.7,"completed","0","0","0","0","Georginio Wijnaldum"
"600","Liverpool","Georginio Wijnaldum",2776,46,16,46,85.7,63.7,94.8,"completed","0","0","0","0","Georginio Wijnaldum"
"601","Liverpool","James Milner",2778,46,18,63.7,94.8,68.9,78.8,"failed","0","0","0","0","Tommy Smith"
"602","Hudd Town","Tommy Smith",2782,46,22,27.4,5,63.7,9.5,"failed","0","0","0","0","Ragnar Klavan"
"603","Liverpool","Ragnar Klavan",2787,46,27,34.4,93.6,42.4,77.8,"failed","0","0","1","0","Joel Matip"
"604","Liverpool","Georginio Wijnaldum",2789,46,29,38.7,72.3,31.1,65.8,"completed","0","0","0","0","Ragnar Klavan"
"605","Liverpool","Joel Matip",2791,46,31,31.1,64.6,46.9,100,"failed","0","0","0","0","Tommy Smith"
"606","Hudd Town","Tommy Smith",2811,46,51,55.2,0,65.8,3.8,"failed","0","0","0","1","Roberto Firmino"
"607","Liverpool","Ragnar Klavan",2814,46,54,36.3,95.4,39,90,"completed","0","0","0","0","Georginio Wijnaldum"
"608","Liverpool","Georginio Wijnaldum",2816,46,56,38.5,90,22.1,95.3,"completed","0","0","0","0","Alberto Moreno"
"609","Liverpool","Alberto Moreno",2822,47,2,22.1,95.3,44.5,83,"completed","0","0","0","0","Daniel Sturridge"
"610","Hudd Town","Jonas Lössl",2825,47,5,7.6,47.5,75.4,68.2,"failed","0","0","0","0","Roberto Firmino"
"611","Liverpool","Joseph Gomez",2831,47,11,21.7,33.7,10.8,34.2,"completed","0","0","1","0","Ragnar Klavan"
"612","Liverpool","Ragnar Klavan",2837,47,17,25,73.9,37,91.7,"completed","0","0","0","0","Alberto Moreno"
"613","Liverpool","Alberto Moreno",2839,47,19,36.7,92,45.8,96.8,"completed","0","0","0","0","Roberto Firmino"
"614","Liverpool","Roberto Firmino",2842,47,22,45.4,85.9,42,67.5,"completed","0","0","0","0","Georginio Wijnaldum"
"615","Liverpool","Daniel Sturridge",2844,47,24,43.7,86.2,43.7,86.2,"completed","0","0","0","0","Chris Löwe"
"616","Liverpool","Georginio Wijnaldum",2846,47,26,41.6,67.3,34.9,41.8,"completed","0","0","0","0","Joel Matip"
"617","Liverpool","Joel Matip",2848,47,28,34.9,41.8,37.4,31.3,"completed","0","0","0","0","Joseph Gomez"
"618","Liverpool","Joseph Gomez",2851,47,31,43.1,26.7,59.9,4.6,"completed","0","0","0","0","James Milner"
"619","Liverpool","James Milner",2852,47,32,59.9,4.6,44.1,21.6,"completed","0","0","0","0","Joseph Gomez"
"620","Liverpool","Joseph Gomez",2854,47,34,45.1,21.9,39.1,41,"completed","0","0","0","0","Joel Matip"
"621","Liverpool","Joel Matip",2859,47,39,43.4,49.3,47.1,70.5,"completed","0","0","0","0","Ragnar Klavan"
"622","Liverpool","Ragnar Klavan",2864,47,44,49.3,75.7,43.7,52.5,"completed","0","0","0","0","Joel Matip"
"623","Liverpool","Joel Matip",2867,47,47,52,62,62.6,96.5,"completed","0","0","0","0","Alberto Moreno"
"624","Liverpool","Alberto Moreno",2870,47,50,62,96.2,41.4,74.7,"completed","0","0","0","0","Ragnar Klavan"
"625","Liverpool","Ragnar Klavan",2874,47,54,41.7,69.4,46.9,31,"completed","0","0","0","0","Joseph Gomez"
"626","Liverpool","Roberto Firmino",2878,47,58,58,76.7,77,70.2,"failed","0","0","0","0","Jonas Lössl"
"627","Hudd Town","Chris Löwe",2880,47,60,26.9,36.3,7.6,47.5,"completed","0","0","0","0","Joseph Gomez"
"628","Liverpool","Joseph Gomez",2881,48,1,49.4,25.2,69.1,24.4,"completed","0","0","0","0","James Milner"
"629","Hudd Town","Tom Ince",2883,48,3,26.3,96.6,59.8,86.2,"completed","0","0","0","0","Joseph Gomez"
"630","Hudd Town","Laurent Depoitre",2887,48,7,59.8,86.2,55.8,82.9,"failed","0","0","1","0","Georginio Wijnaldum"
"631","Liverpool","Joseph Gomez",2888,48,8,41.5,22.7,31,46.9,"completed","0","0","1","0","Ragnar Klavan"
"632","Liverpool","Ragnar Klavan",2891,48,11,29.7,50,38.7,76.6,"completed","0","0","0","0","Alberto Moreno"
"633","Liverpool","James Milner",2893,48,13,69.1,21.2,73.2,36.9,"completed","0","0","0","0","Tom Ince"
"634","Liverpool","Alberto Moreno",2894,48,14,39.9,75.9,43.9,57.8,"completed","0","0","0","0","Chris Löwe"
"635","Liverpool","Georginio Wijnaldum",2897,48,17,43.9,57.8,64.4,28.6,"failed","0","0","0","0","Tommy Smith"
"636","Liverpool","Roberto Firmino",2915,48,35,68.5,30.6,79.6,30.7,"failed","0","0","0","0","Laurent Depoitre"
"637","Hudd Town","Chris Löwe",2919,48,39,61.3,100,38.4,91.4,"completed","0","0","0","1","Christopher Schindler"
"638","Hudd Town","Christopher Schindler",2921,48,41,38.4,91.4,34.2,54.6,"completed","0","0","0","0","Zanka"
"639","Hudd Town","Zanka",2924,48,44,36.4,40.1,37.5,8.6,"completed","0","0","0","0","Tommy Smith"
"640","Hudd Town","Tommy Smith",2927,48,47,37.5,8.6,31.3,30.6,"completed","0","0","0","0","Zanka"
"641","Hudd Town","Zanka",2931,48,51,31.7,32.5,18.7,53.9,"completed","0","0","0","0","Jonas Lössl"
"642","Hudd Town","Jonathan Hogg",2943,49,3,52,28.5,52.1,40.3,"completed","0","0","0","0","Aaron Mooy"
"643","Hudd Town","Aaron Mooy",2944,49,4,52.1,40.3,38.9,16.8,"completed","0","0","0","0","Zanka"
"644","Hudd Town","Zanka",2947,49,7,38.9,16.8,45.4,4.3,"completed","0","0","0","0","Tommy Smith"
"645","Hudd Town","Tommy Smith",2948,49,8,45.4,4.3,64.9,5.9,"completed","0","0","0","0","Elias Kachunga"
"646","Hudd Town","Elias Kachunga",2951,49,11,63.7,12.8,59.9,20,"completed","0","0","0","0","James Milner"
"647","Hudd Town","Jonas Lössl",2953,49,13,20.1,51.2,54.5,8.8,"completed","0","0","0","0","Tommy Smith"
"648","Liverpool","James Milner",2972,49,32,43.5,64.5,49.7,24,"completed","0","0","0","0","Joseph Gomez"
"649","Liverpool","Joseph Gomez",2973,49,33,49.7,24,66.6,36.9,"completed","0","0","0","0","Mohamed Salah"
"650","Liverpool","Mohamed Salah",2978,49,38,70.6,37.1,66.3,32.8,"completed","0","0","0","0","Laurent Depoitre"
"651","Hudd Town","Laurent Depoitre",2982,49,42,37.4,79.9,29.1,91.4,"completed","0","0","0","0","Joel Matip"
"652","Hudd Town","Chris Löwe",2984,49,44,29.1,91.4,65.1,70.5,"failed","0","0","0","0","Laurent Depoitre"
"653","Liverpool","Joel Matip",2989,49,49,28.5,37.3,45.9,59.4,"completed","0","0","0","0","Georginio Wijnaldum"
"654","Liverpool","Georginio Wijnaldum",2992,49,52,52.6,62.4,48.3,77.8,"completed","0","0","0","0","Alberto Moreno"
"655","Liverpool","Alberto Moreno",2994,49,54,48.3,77.8,40.8,58.5,"completed","0","0","0","0","Ragnar Klavan"
"656","Liverpool","Ragnar Klavan",2996,49,56,40.7,56.3,47.2,41,"completed","0","0","0","0","James Milner"
"657","Hudd Town","Tommy Smith",2997,49,57,54.5,8.8,61.5,14.3,"failed","0","0","1","0","Alberto Moreno"
"658","Liverpool","Alberto Moreno",2998,49,58,31.9,91.1,46.2,86.9,"failed","0","0","1","0","Chris Löwe"
"659","Hudd Town","Tommy Smith",2999,49,59,52.9,15.9,52,28.5,"completed","0","0","0","0","Jonathan Hogg"
"660","Liverpool","James Milner",3006,50,6,83.8,7.3,66.4,20,"completed","0","0","0","0","Joseph Gomez"
"661","Liverpool","Joseph Gomez",3011,50,11,66.4,21.8,56.2,40.9,"completed","0","0","0","0","Joel Matip"
"662","Liverpool","Joel Matip",3012,50,12,56.2,40.9,68.8,70.2,"completed","0","0","0","0","Alberto Moreno"
"663","Liverpool","Jordan Henderson",3013,50,13,47.3,39.5,64.4,2.3,"completed","0","0","0","0","James Milner"
"664","Liverpool","Alberto Moreno",3016,50,16,68.5,73.3,77.3,97.4,"completed","0","0","0","0","Roberto Firmino"
"665","Liverpool","Roberto Firmino",3019,50,19,77.1,93,92.4,83,"completed","0","0","0","0","Alberto Moreno"
"666","Liverpool","Alberto Moreno",3025,50,25,91.4,84.8,88.3,75.6,"completed","0","0","0","0","Alberto Moreno"
"667","Liverpool","Alberto Moreno",3030,50,30,90.4,72.1,90,49.1,"completed","1","1","0","0","Joseph Gomez"
"668","Liverpool","James Milner",3046,50,46,63.9,3.1,74.1,16.4,"completed","0","0","0","0","Mohamed Salah"
"669","Liverpool","Mohamed Salah",3059,50,59,74.8,14.7,76.5,3.8,"completed","0","0","0","0","James Milner"
"670","Hudd Town","Laurent Depoitre",3064,51,4,66.8,28,85.7,42.1,"failed","0","0","1","0","Roberto Firmino"
"671","Liverpool","Joseph Gomez",3074,51,14,32.1,29.8,55.9,31.3,"completed","0","0","0","0","Jordan Henderson"
"672","Liverpool","Jordan Henderson",3075,51,15,55.9,31.3,81.2,14.3,"completed","0","0","0","0","Joel Matip"
"673","Liverpool","Joel Matip",3114,51,54,78.4,73,37.1,58.2,"completed","0","0","0","0","Simon Mignolet"
"674","Liverpool","Simon Mignolet",3121,52,1,37.1,58.2,44.5,52.2,"completed","0","0","0","0","Jordan Henderson"
"675","Liverpool","Jordan Henderson",3155,52,35,53,50.4,89.3,66.9,"completed","0","0","0","0","Laurent Depoitre"
"676","Liverpool","Roberto Firmino",3178,52,58,90.7,66.4,94.9,49.9,"failed","0","0","0","0","Christopher Schindler"
"677","Hudd Town","Laurent Depoitre",3220,53,40,50.1,49.7,25.1,62.9,"completed","0","0","0","0","Jonathan Hogg"
"678","Hudd Town","Jonathan Hogg",3221,53,41,25.1,62.9,11,74.7,"completed","0","0","0","0","Jordan Henderson"
"679","Hudd Town","Christopher Schindler",3222,53,42,11,74.7,44.6,76.3,"failed","0","0","0","0","Jordan Henderson"
"680","Liverpool","Jordan Henderson",3225,53,45,58.9,36,45.4,25.2,"completed","0","0","1","0","Joel Matip"
"681","Liverpool","Joel Matip",3227,53,47,47.1,21.6,56.5,4.7,"completed","0","0","0","0","Joseph Gomez"
"682","Liverpool","Joseph Gomez",3230,53,50,49.4,4.1,32.4,25,"completed","0","0","0","0","Joel Matip"
"683","Liverpool","Joel Matip",3233,53,53,32.4,29.2,35.1,60.8,"completed","0","0","0","0","Ragnar Klavan"
"684","Liverpool","Ragnar Klavan",3235,53,55,34.9,64.6,40.7,92.3,"completed","0","0","0","0","Alberto Moreno"
"685","Liverpool","Joseph Gomez",3244,54,4,54.7,18.9,41.8,40.4,"completed","0","0","0","0","Joel Matip"
"686","Liverpool","Joel Matip",3245,54,5,41.8,40.4,57.5,69.1,"completed","0","0","0","0","Georginio Wijnaldum"
"687","Liverpool","Georginio Wijnaldum",3250,54,10,60.2,74.7,50.6,97.1,"completed","0","0","0","0","Alberto Moreno"
"688","Liverpool","Alberto Moreno",3253,54,13,41.6,80.5,34.9,31,"completed","0","0","0","0","Joel Matip"
"689","Liverpool","Alberto Moreno",3256,54,16,41.5,88.3,40.8,40.7,"completed","0","0","0","0","Joel Matip"
"690","Liverpool","Joel Matip",3259,54,19,43.1,44.8,54.2,41.5,"completed","0","0","0","0","Joseph Gomez"
"691","Liverpool","Jordan Henderson",3265,54,25,63.2,33.7,79.6,30,"failed","0","0","0","0","Jordan Henderson"
"692","Liverpool","Joseph Gomez",3279,54,39,80.9,0,85.3,7,"completed","0","0","0","1","Mohamed Salah"
"693","Liverpool","Mohamed Salah",3280,54,40,85.3,7,83.1,2.6,"completed","0","0","0","0","Joseph Gomez"
"694","Liverpool","Joseph Gomez",3281,54,41,83.1,2.6,72.6,14.3,"completed","0","0","0","0","Roberto Firmino"
"695","Liverpool","Roberto Firmino",3283,54,43,73.5,16.4,75,27.9,"completed","0","0","0","0","Jordan Henderson"
"696","Liverpool","Jordan Henderson",3285,54,45,74.3,27.7,80.3,22.8,"completed","0","0","0","0","James Milner"
"697","Liverpool","Joel Matip",3286,54,46,34.9,31,46.2,13.4,"completed","0","0","0","0","Joseph Gomez"
"698","Liverpool","James Milner",3287,54,47,80.3,22.8,92.9,20,"completed","0","0","0","0","Simon Mignolet"
