"","team","passer","time","mins","secs","x.start","y.start","x.end","y.end","outcome","assist","key","headed","throw","receiver"
"699","Liverpool","Joseph Gomez",3299,54,59,54.4,14.1,63.1,29.7,"completed","0","0","0","0","Jordan Henderson"
"700","Liverpool","Jordan Henderson",3300,54,60,63.1,29.7,54.7,18.9,"completed","0","0","0","0","Joseph Gomez"
"701","Hudd Town","Rajiv van La Parra",3303,55,3,56.6,14.7,75.2,9.1,"failed","0","0","0","0","Mohamed Salah"
"702","Liverpool","Ragnar Klavan",3306,55,6,20.3,90.8,4.5,53.7,"completed","0","0","0","0","Simon Mignolet"
"703","Liverpool","Simon Mignolet",3311,55,11,8.1,50.7,27.8,19.5,"completed","0","0","0","0","Joseph Gomez"
"704","Liverpool","Georginio Wijnaldum",3313,55,13,69.4,77,76,85.6,"completed","0","0","0","0","Ragnar Klavan"
"705","Liverpool","Joseph Gomez",3316,55,16,29.7,16.5,24.1,34.8,"completed","0","0","0","0","Joel Matip"
"706","Liverpool","Joel Matip",3318,55,18,24.4,35.4,31.2,52.5,"completed","0","0","0","0","James Milner"
"707","Liverpool","James Milner",3321,55,21,31.9,57.3,42,93.3,"completed","0","0","0","0","Alberto Moreno"
"708","Liverpool","Alberto Moreno",3323,55,23,42.6,93.3,44.6,80.9,"completed","0","0","0","0","Georginio Wijnaldum"
"709","Liverpool","Georginio Wijnaldum",3326,55,26,45.9,77.5,42,65.2,"completed","0","0","0","0","James Milner"
"710","Liverpool","James Milner",3328,55,28,42,65.2,45.1,34.9,"completed","0","0","0","0","Jordan Henderson"
"711","Liverpool","Jordan Henderson",3333,55,33,55.2,28,63.8,2.5,"completed","0","0","0","0","Mohamed Salah"
"712","Liverpool","Mohamed Salah",3339,55,39,65.2,4,54,12.8,"completed","0","0","0","0","Joseph Gomez"
"713","Liverpool","Joseph Gomez",3341,55,41,54,12.8,47.5,43.9,"completed","0","0","0","0","Joel Matip"
"714","Liverpool","Joel Matip",3343,55,43,47.5,43.9,60.4,67.8,"completed","0","0","0","0","James Milner"
"715","Liverpool","James Milner",3345,55,45,60.4,67.8,66.8,76.1,"completed","0","0","0","0","Alberto Moreno"
"716","Liverpool","Alberto Moreno",3348,55,48,66.8,76.1,60.9,75.9,"completed","0","0","0","0","James Milner"
"717","Liverpool","James Milner",3352,55,52,64.6,69.1,56.2,48.4,"completed","0","0","0","0","Jordan Henderson"
"718","Liverpool","Jordan Henderson",3355,55,55,55.4,42.8,60.1,11,"completed","0","0","0","0","Joseph Gomez"
"719","Hudd Town","Jonathan Hogg",3364,56,4,30.2,23.3,33.4,3.2,"completed","0","0","0","0","Tommy Smith"
"720","Hudd Town","Tommy Smith",3366,56,6,33.5,3.1,60.8,8,"completed","0","0","0","0","Elias Kachunga"
"721","Hudd Town","Elias Kachunga",3371,56,11,44.8,3.5,35.7,15.3,"completed","0","0","0","0","Jonathan Hogg"
"722","Hudd Town","Jonathan Hogg",3376,56,16,34.9,14.9,42.1,30.7,"completed","0","0","0","0","Aaron Mooy"
"723","Hudd Town","Aaron Mooy",3378,56,18,42,28.8,52.7,4.6,"completed","0","0","0","0","Tommy Smith"
"724","Hudd Town","Tommy Smith",3382,56,22,51.4,6.1,39,31.9,"completed","0","0","0","0","Jonathan Hogg"
"725","Hudd Town","Jonathan Hogg",3387,56,27,39,31.9,31.7,57.5,"completed","0","0","0","0","Zanka"
"726","Hudd Town","Zanka",3389,56,29,31.8,59.1,43.1,83.3,"completed","0","0","0","0","Christopher Schindler"
"727","Hudd Town","Christopher Schindler",3394,56,34,45.4,75.9,67.7,69.3,"completed","0","0","0","0","Laurent Depoitre"
"728","Hudd Town","Laurent Depoitre",3398,56,38,66.4,67.9,63.9,75.7,"completed","0","0","0","0","Tom Ince"
"729","Hudd Town","Tommy Smith",3406,56,46,47.1,6.2,45.4,7.3,"failed","0","0","0","0","Jordan Henderson"
"730","Hudd Town","Tom Ince",3407,56,47,55.3,42.8,48.4,41,"completed","0","0","0","0","Chris Löwe"
"731","Liverpool","Jordan Henderson",3430,57,10,37.7,11.7,50.1,0,"failed","0","0","0","0","Simon Mignolet"
"732","Hudd Town","Chris Löwe",3447,57,27,44.9,100,62.3,95,"completed","0","0","0","1","Ragnar Klavan"
"733","Liverpool","Ragnar Klavan",3452,57,32,29.6,31.8,10.8,45.7,"completed","0","0","0","0","Joseph Gomez"
"734","Liverpool","Simon Mignolet",3457,57,37,10.8,45.7,46.4,34.6,"failed","0","0","0","0","Jonathan Hogg"
"735","Hudd Town","Jonathan Hogg",3459,57,39,53.4,68.8,65.7,72.4,"failed","0","0","1","0","Ragnar Klavan"
"736","Liverpool","Joseph Gomez",3461,57,41,29.9,31.2,34.3,44.6,"completed","0","0","1","0","Jordan Henderson"
"737","Liverpool","Jordan Henderson",3463,57,43,34.3,44.6,36.2,53.9,"completed","0","0","0","0","Georginio Wijnaldum"
"738","Liverpool","Georginio Wijnaldum",3464,57,44,36.2,53.9,24.6,73.5,"completed","0","0","0","0","Daniel Sturridge"
"739","Liverpool","Ragnar Klavan",3472,57,52,34.1,64.8,78.1,23.4,"failed","0","0","0","0","Mohamed Salah"
"740","Liverpool","Roberto Firmino",3485,58,5,74.3,59.7,85.1,48.8,"completed","1","1","0","0","Tommy Smith"
"741","Liverpool","Daniel Sturridge",3504,58,24,77.7,11.3,66.2,36.7,"completed","0","0","0","0","Jordan Henderson"
"742","Liverpool","Jordan Henderson",3526,58,46,66,38.2,69.7,60.6,"completed","0","0","0","0","Georginio Wijnaldum"
"743","Liverpool","Georginio Wijnaldum",3538,58,58,68.5,64,74.4,76.7,"completed","0","0","0","0","Roberto Firmino"
"744","Liverpool","Mohamed Salah",3582,59,42,70.5,37,100,74.5,"failed","0","0","0","0","Elias Kachunga"
"745","Hudd Town","Elias Kachunga",3608,60,8,61.2,4.6,68,2.5,"failed","0","0","1","0","Alberto Moreno"
"746","Hudd Town","Jonathan Hogg",3610,60,10,47.7,20,56.6,20.4,"failed","0","0","1","0","Jordan Henderson"
"747","Liverpool","Alberto Moreno",3610,60,10,33.7,95.6,54.3,81.8,"failed","0","0","0","0","Jonathan Hogg"
"748","Liverpool","Jordan Henderson",3614,60,14,39.7,75.4,63.2,88,"failed","0","0","0","0","Jonathan Hogg"
"749","Hudd Town","Tommy Smith",3616,60,16,34.6,11.7,34.9,33.9,"completed","0","0","0","0","Joseph Gomez"
"750","Hudd Town","Jonathan Hogg",3621,60,21,44.7,53.6,46.7,100,"failed","0","0","0","0","Jonathan Hogg"
"751","Liverpool","Joseph Gomez",3642,60,42,53,0,29.5,33.9,"completed","0","0","0","1","Ragnar Klavan"
"752","Liverpool","Ragnar Klavan",3647,60,47,30.6,47.6,38.1,91.2,"completed","0","0","0","0","Alberto Moreno"
"753","Liverpool","Alberto Moreno",3650,60,50,37.7,88.3,44.3,68.5,"completed","0","0","0","0","Georginio Wijnaldum"
"754","Liverpool","Georginio Wijnaldum",3652,60,52,44.3,68.5,32.5,58.4,"completed","0","0","0","0","Ragnar Klavan"
"755","Liverpool","Ragnar Klavan",3656,60,56,32.5,58.4,33.5,34,"completed","0","0","0","0","Joel Matip"
"756","Liverpool","Joel Matip",3661,61,1,33.5,34,43.4,12.2,"completed","0","0","0","0","Laurent Depoitre"
"757","Liverpool","Joseph Gomez",3673,61,13,56,8.8,72,4.1,"completed","0","0","0","0","Ragnar Klavan"
"758","Liverpool","Mohamed Salah",3718,61,58,76.5,6.8,77,10,"failed","0","0","0","0","Jordan Henderson"
"759","Liverpool","Ragnar Klavan",3748,62,28,38.4,67.8,41.7,95.4,"completed","0","0","1","0","Alex Oxlade-Chamberlain"
"760","Liverpool","Alex Oxlade-Chamberlain",3751,62,31,41.7,96.6,28.6,88.9,"completed","0","0","0","0","Alberto Moreno"
"761","Liverpool","Alberto Moreno",3756,62,36,28.6,88.9,69.9,16.4,"completed","0","0","0","0","Mohamed Salah"
"762","Liverpool","Mohamed Salah",3757,62,37,69.7,15.8,59.1,24.3,"completed","0","0","1","0","James Milner"
"763","Liverpool","James Milner",3759,62,39,59.1,24.3,59.4,3.2,"completed","0","0","0","0","Mohamed Salah"
"764","Liverpool","Mohamed Salah",3763,62,43,52,23.1,43.3,25,"completed","0","0","0","0","Jordan Henderson"
"765","Liverpool","Jordan Henderson",3764,62,44,43.3,25,44.7,18.2,"completed","0","0","0","0","Joseph Gomez"
"766","Liverpool","Joseph Gomez",3765,62,45,43.6,19.7,31.8,35.2,"completed","0","0","0","0","Joel Matip"
"767","Liverpool","Joel Matip",3768,62,48,31,37.7,44,63.6,"completed","0","0","0","0","Ragnar Klavan"
"768","Liverpool","Ragnar Klavan",3772,62,52,44.1,64,56.9,97.4,"completed","0","0","0","0","Alberto Moreno"
"769","Liverpool","Alberto Moreno",3775,62,55,56.9,97.4,43.8,72.6,"completed","0","0","0","0","Ragnar Klavan"
"770","Liverpool","Ragnar Klavan",3782,63,2,43.8,72.6,46.7,25.3,"completed","0","0","0","0","Joseph Gomez"
"771","Liverpool","Joseph Gomez",3783,63,3,63.2,25.5,69.6,34.3,"completed","0","0","0","0","Jordan Henderson"
"772","Liverpool","Jordan Henderson",3785,63,5,69.6,34.3,60.9,25.2,"completed","0","0","0","0","Joseph Gomez"
"773","Liverpool","Joseph Gomez",3787,63,7,60.7,25,48.5,44.6,"completed","0","0","0","0","Joel Matip"
"774","Liverpool","Joel Matip",3788,63,8,48.8,44.2,59.3,37.3,"completed","0","0","0","0","Jordan Henderson"
"775","Liverpool","Jordan Henderson",3794,63,14,61.6,38.3,87.5,53.1,"failed","0","0","0","0","Jonas Lössl"
"776","Hudd Town","Jonas Lössl",3809,63,29,29.9,11.7,100,80.8,"failed","0","0","0","0","Simon Mignolet"
"777","Liverpool","Joseph Gomez",3815,63,35,56.4,28.9,69.7,3.5,"completed","0","0","0","0","James Milner"
"778","Liverpool","James Milner",3838,63,58,70.4,4.7,64.1,21.2,"completed","0","0","0","0","Joseph Gomez"
"779","Liverpool","Jordan Henderson",3842,64,2,21.6,55.1,7.1,45.5,"completed","0","0","0","0","Mohamed Salah"
"780","Liverpool","James Milner",3843,64,3,33.7,34.6,67.9,21.5,"failed","0","0","0","0","Christopher Schindler"
"781","Hudd Town","Christopher Schindler",3845,64,5,30,90.8,36.4,100,"failed","0","0","0","0","Joseph Gomez"
"782","Liverpool","Simon Mignolet",3886,64,46,4.7,41.2,41.5,36.6,"failed","0","0","0","0","Aaron Mooy"
"783","Hudd Town","Aaron Mooy",3897,64,57,56.8,64.9,60,79.9,"failed","0","0","1","0","James Milner"
"784","Liverpool","Mohamed Salah",3900,64,60,39.9,30.4,33.7,34.6,"completed","0","0","0","0","Christopher Schindler"
"785","Hudd Town","Christopher Schindler",3902,65,2,24,90.9,27.2,95.9,"completed","0","0","1","0","Chris Löwe"
"786","Liverpool","Joseph Gomez",3902,65,2,64,0,75.7,18.9,"failed","0","0","0","1","Tom Ince"
"787","Hudd Town","Chris Löwe",3906,65,6,27.9,100,39.5,93,"completed","0","0","0","1","Jordan Henderson"
"788","Hudd Town","Steve Mounie",3908,65,8,39.5,93,47.5,91.2,"failed","0","0","1","0","Daniel Sturridge"
"789","Liverpool","Jordan Henderson",3910,65,10,53.6,10.9,70.4,31.6,"completed","0","0","0","0","Florent Hadergjonaj"
"790","Liverpool","Daniel Sturridge",3914,65,14,70.4,31.6,76.8,47.3,"failed","0","0","1","0","Steve Mounie"
"791","Hudd Town","Florent Hadergjonaj",3915,65,15,21.7,59,8.3,60.2,"completed","0","0","1","0","Jonas Lössl"
"792","Hudd Town","Tom Ince",3924,65,24,27.2,95.9,28.9,96.3,"failed","0","0","0","0","Steve Mounie"
"793","Hudd Town","Jonas Lössl",3927,65,27,15.4,44.5,72.5,57,"completed","0","0","0","0","Chris Löwe"
"794","Hudd Town","Steve Mounie",3931,65,31,72.5,57,82.1,67.8,"failed","0","0","1","0","Joseph Gomez"
"795","Liverpool","Joseph Gomez",3936,65,36,22.6,33.4,39.6,0,"failed","0","0","0","0","Joseph Gomez"
"796","Hudd Town","Chris Löwe",3939,65,39,60.4,100,65.1,89.9,"completed","0","0","0","1","Steve Mounie"
"797","Hudd Town","Steve Mounie",3943,65,43,58.7,91.1,54.9,78.4,"completed","0","0","0","0","Jonathan Hogg"
"798","Hudd Town","Jonathan Hogg",3945,65,45,54.9,78.4,65.4,85.4,"completed","0","0","0","0","Tommy Smith"
"799","Liverpool","Joseph Gomez",3962,66,2,60.1,11,76.1,14,"completed","0","0","0","0","Jonathan Hogg"
"800","Liverpool","Jordan Henderson",3963,66,3,57.7,18.8,56,30.1,"completed","0","0","0","0","James Milner"
"801","Liverpool","James Milner",3965,66,5,56,30.1,58.8,67.2,"completed","0","0","0","0","Georginio Wijnaldum"
"802","Liverpool","Georginio Wijnaldum",3967,66,7,58.8,67.2,70.3,66.9,"completed","0","0","0","0","Roberto Firmino"
"803","Liverpool","Roberto Firmino",3968,66,8,70.6,67.8,63.4,75.4,"completed","0","0","0","0","Georginio Wijnaldum"
"804","Liverpool","Georginio Wijnaldum",3975,66,15,54.4,87.7,40.2,59,"completed","0","0","0","0","Ragnar Klavan"
"805","Liverpool","Ragnar Klavan",3979,66,19,40.2,59,58.7,35.7,"completed","0","0","0","0","Jordan Henderson"
"806","Liverpool","Jordan Henderson",3981,66,21,58.7,35.7,73.4,26.8,"completed","0","0","0","0","Zanka"
"807","Liverpool","Mohamed Salah",3983,66,23,73.4,26.8,74,48.4,"failed","0","0","0","0","Tom Ince"
"808","Hudd Town","Zanka",3986,66,26,26.5,49.6,34.5,55.5,"completed","0","0","0","0","Joseph Gomez"
"809","Hudd Town","Tom Ince",3988,66,28,34.5,55.5,37.8,68.4,"failed","0","0","0","0","Jordan Henderson"
"810","Liverpool","Joseph Gomez",3992,66,32,66.2,18.8,78.9,8.2,"completed","0","0","0","0","Daniel Sturridge"
"811","Hudd Town","Jonathan Hogg",3995,66,35,25,83.8,23.8,91.4,"completed","0","0","0","0","Chris Löwe"
"812","Liverpool","Daniel Sturridge",3996,66,36,82,12.6,68.6,28.9,"completed","0","0","0","0","Georginio Wijnaldum"
"813","Liverpool","Jordan Henderson",4000,66,40,68.8,28.9,91,59.3,"failed","0","0","0","0","Tommy Smith"
"814","Liverpool","Georginio Wijnaldum",4005,66,45,72.5,89.3,82.9,91.8,"completed","0","0","0","0","Alberto Moreno"
"815","Liverpool","Alberto Moreno",4016,66,56,90.8,100,80.5,90.6,"completed","0","0","0","1","Jordan Henderson"
"816","Hudd Town","Chris Löwe",4017,66,57,30,94.5,36.5,96.5,"completed","0","0","0","0","Jordan Henderson"
"817","Liverpool","Simon Mignolet",4025,67,5,6.3,14.9,15.9,2.9,"completed","0","0","0","0","Joseph Gomez"
"818","Liverpool","Joseph Gomez",4027,67,7,21.3,2.6,9,15.3,"completed","0","0","0","0","Jordan Henderson"
"819","Liverpool","James Milner",4031,67,11,7.9,6.2,24.3,12.5,"failed","0","0","0","0","Alberto Moreno"
"820","Liverpool","Jordan Henderson",4035,67,15,27,34.3,45.4,34.2,"completed","0","0","0","0","Georginio Wijnaldum"
"821","Liverpool","Georginio Wijnaldum",4040,67,20,52.9,29.8,61.2,9.5,"completed","0","0","0","0","Daniel Sturridge"
"822","Liverpool","Daniel Sturridge",4042,67,22,61.2,9.5,67.1,79.3,"completed","0","0","0","0","Florent Hadergjonaj"
"823","Liverpool","Alberto Moreno",4048,67,28,71.9,74.8,82.6,74.1,"failed","0","0","0","0","Florent Hadergjonaj"
"824","Hudd Town","Florent Hadergjonaj",4049,67,29,22.3,30.6,26.3,41,"completed","0","0","0","0","Aaron Mooy"
"825","Hudd Town","Aaron Mooy",4051,67,31,26.3,41,41.2,18.6,"completed","0","0","0","0","Steve Mounie"
"826","Hudd Town","Florent Hadergjonaj",4054,67,34,45,14.4,62,33.6,"failed","0","0","0","0","Jonathan Hogg"
"827","Hudd Town","Steve Mounie",4058,67,38,52.3,41.9,46.6,54.2,"completed","0","0","0","0","Aaron Mooy"
"828","Hudd Town","Aaron Mooy",4060,67,40,46.6,54.2,54.5,65.7,"completed","0","0","0","0","Elias Kachunga"
"829","Hudd Town","Elias Kachunga",4062,67,42,54,66.3,46.7,66.3,"completed","0","0","0","0","Aaron Mooy"
"830","Hudd Town","Aaron Mooy",4064,67,44,49.8,71.2,51.5,87.7,"completed","0","0","0","0","Chris Löwe"
"831","Hudd Town","Chris Löwe",4067,67,47,51.5,87.7,40.9,75.6,"completed","0","0","0","0","Christopher Schindler"
"832","Hudd Town","Christopher Schindler",4068,67,48,40.9,75.6,47,58.8,"completed","0","0","0","0","Jonathan Hogg"
"833","Hudd Town","Jonathan Hogg",4071,67,51,47.4,55.7,48.8,21.6,"completed","0","0","0","0","Zanka"
"834","Hudd Town","Zanka",4076,67,56,53,18.9,47,42.2,"completed","0","0","0","0","Jonathan Hogg"
"835","Liverpool","James Milner",4080,67,60,25.7,33.3,5.3,14.9,"completed","0","0","0","0","Simon Mignolet"
"836","Hudd Town","Jonathan Hogg",4082,68,2,47,42.2,53.5,48.4,"completed","0","0","0","0","Aaron Mooy"
"837","Hudd Town","Jonathan Hogg",4084,68,4,56.8,35.2,75.4,63.7,"failed","0","0","0","0","Joseph Gomez"
"838","Liverpool","Joseph Gomez",4087,68,7,21.4,36.9,26.9,65.4,"failed","0","0","1","0","Zanka"
"839","Hudd Town","Aaron Mooy",4126,68,46,57.5,32.2,53.2,14.1,"completed","0","0","0","0","Zanka"
"840","Hudd Town","Zanka",4138,68,58,53.2,14.1,53.6,39.2,"completed","0","0","0","0","Tom Ince"
"841","Hudd Town","Tom Ince",4151,69,11,74.3,38.3,74.9,39.5,"completed","0","0","0","0","Aaron Mooy"
"842","Hudd Town","Aaron Mooy",4152,69,12,74.9,39.5,74.9,38.6,"completed","1","1","0","0","Jordan Henderson"
"843","Hudd Town","Zanka",4215,70,15,33,40.3,45.3,42.8,"failed","0","0","1","0","Aaron Mooy"
"844","Liverpool","Jordan Henderson",4218,70,18,51.7,57.5,43.7,42.7,"completed","0","0","0","0","Laurent Depoitre"
"845","Hudd Town","Laurent Depoitre",4219,70,19,53.9,57,35.7,63.6,"completed","0","0","0","0","Joseph Gomez"
"846","Hudd Town","Aaron Mooy",4220,70,20,35.7,63.6,52.3,58.7,"failed","0","0","0","0","Ragnar Klavan"
"847","Liverpool","Joseph Gomez",4225,70,25,45.7,41.3,47,31.6,"completed","0","0","0","0","James Milner"
"848","Liverpool","James Milner",4226,70,26,56,26.4,60.2,9.8,"completed","0","0","0","0","Alex Oxlade-Chamberlain"
"849","Liverpool","Alex Oxlade-Chamberlain",4230,70,30,49,20.6,36.6,54.8,"completed","0","0","0","0","Ragnar Klavan"
"850","Liverpool","Ragnar Klavan",4232,70,32,38.8,62.7,43.2,83.9,"completed","0","0","0","0","Alberto Moreno"
"851","Liverpool","Alberto Moreno",4233,70,33,43.2,83.9,38.5,69.6,"completed","0","0","0","0","Ragnar Klavan"
"852","Liverpool","Ragnar Klavan",4236,70,36,38.1,69,32.2,46.9,"completed","0","0","0","0","Joel Matip"
"853","Liverpool","Joel Matip",4240,70,40,32.6,49.7,37.2,69.4,"completed","0","0","0","0","Jordan Henderson"
"854","Liverpool","Ragnar Klavan",4245,70,45,43.4,75,76.2,75,"failed","0","0","0","0","Zanka"
"855","Hudd Town","Zanka",4247,70,47,25.7,14.7,42.9,32.8,"failed","0","0","1","0","Florent Hadergjonaj"
"856","Liverpool","Jordan Henderson",4250,70,50,56.1,70.9,40.4,92.9,"completed","0","0","0","0","Ragnar Klavan"
"857","Liverpool","Ragnar Klavan",4253,70,53,40.7,94.7,39.7,87.4,"completed","0","0","0","0","Jordan Henderson"
"858","Hudd Town","Florent Hadergjonaj",4269,71,9,54.1,0,61.5,15,"failed","0","0","0","1","James Milner"
"859","Liverpool","James Milner",4274,71,14,36.8,67.2,46.2,61.4,"completed","0","0","1","0","Georginio Wijnaldum"
"860","Liverpool","Georginio Wijnaldum",4275,71,15,46.1,61.4,55.3,40.9,"completed","0","0","0","0","Alex Oxlade-Chamberlain"
"861","Liverpool","Alex Oxlade-Chamberlain",4280,71,20,72.1,48.8,74.8,59.6,"completed","0","0","0","0","Georginio Wijnaldum"
"862","Liverpool","Georginio Wijnaldum",4282,71,22,75,59.7,72.5,49.3,"completed","0","0","0","0","Joel Matip"
"863","Liverpool","Joel Matip",4283,71,23,72.4,48.1,83.3,37.9,"completed","0","0","0","0","Mohamed Salah"
"864","Liverpool","Mohamed Salah",4287,71,27,85.5,41.9,85.1,46.9,"completed","1","0","0","0","Mohamed Salah"
"865","Liverpool","Jordan Henderson",4295,71,35,41.6,87.7,56.2,92.1,"completed","0","0","0","0","James Milner"
"866","Hudd Town","Florent Hadergjonaj",4317,71,57,33.9,5.8,37.6,5.9,"failed","0","0","0","0","Florent Hadergjonaj"
"867","Hudd Town","Laurent Depoitre",4347,72,27,50.1,50,29.5,54,"completed","0","0","0","0","Jonathan Hogg"
"868","Hudd Town","Jonathan Hogg",4348,72,28,29.5,54,3.3,44.3,"completed","0","0","0","0","Jonas Lössl"
"869","Hudd Town","Jonas Lössl",4350,72,30,3.3,44.3,26,44.9,"completed","0","0","0","0","Jonathan Hogg"
"870","Hudd Town","Jonathan Hogg",4358,72,38,35.4,35.8,33.3,61.4,"completed","0","0","0","0","Aaron Mooy"
"871","Hudd Town","Aaron Mooy",4360,72,40,33.3,61.4,31.7,90.5,"completed","0","0","0","0","Christopher Schindler"
"872","Hudd Town","Christopher Schindler",4364,72,44,32.5,92.3,67.1,94.1,"completed","0","0","0","0","Jordan Henderson"
"873","Hudd Town","Laurent Depoitre",4368,72,48,67.1,94.1,68.6,73.6,"failed","0","0","1","0","James Milner"
"874","Liverpool","Jordan Henderson",4371,72,51,32.9,35.2,40.2,4,"completed","0","0","0","0","Chris Löwe"
"875","Liverpool","James Milner",4374,72,54,40.7,3.4,78.5,0,"failed","0","0","0","0","Aaron Mooy"
"876","Hudd Town","Chris Löwe",4396,73,16,53.8,100,64.9,95.9,"completed","0","0","0","1","Chris Löwe"
"877","Hudd Town","Chris Löwe",4405,73,25,64.1,100,58.3,94.8,"completed","0","0","0","1","Aaron Mooy"
"878","Hudd Town","Aaron Mooy",4408,73,28,58.3,94.8,63.9,96.8,"completed","0","0","0","0","Chris Löwe"
"879","Hudd Town","Chris Löwe",4421,73,41,63.2,100,60,95.3,"completed","0","0","0","1","Alex Oxlade-Chamberlain"
"880","Hudd Town","Aaron Mooy",4422,73,42,60,95.3,61.9,95.6,"failed","0","0","0","0","Zanka"
"881","Liverpool","Alex Oxlade-Chamberlain",4425,73,45,38.3,2.8,30.2,6.1,"completed","0","0","0","0","James Milner"
"882","Liverpool","James Milner",4427,73,47,30.2,6.1,43.5,24.3,"completed","0","0","0","0","Chris Löwe"
"883","Hudd Town","Zanka",4429,73,49,54.5,68.8,71.1,100,"failed","0","0","0","0","Joseph Gomez"
"884","Hudd Town","Chris Löwe",4438,73,58,47.9,100,53.6,89.7,"completed","0","0","0","1","Steve Mounie"
"885","Hudd Town","Steve Mounie",4439,73,59,53.6,89.7,46.5,95.7,"completed","0","0","0","0","Chris Löwe"
"886","Hudd Town","Steve Mounie",4444,74,4,61.5,70.3,65.1,56.9,"completed","0","0","0","0","Elias Kachunga"
"887","Hudd Town","Elias Kachunga",4445,74,5,65.1,56.9,63.1,27.6,"completed","0","0","0","0","Florent Hadergjonaj"
"888","Hudd Town","Florent Hadergjonaj",4448,74,8,68,27.3,87.2,25.2,"completed","0","0","0","0","Steve Mounie"
"889","Hudd Town","Steve Mounie",4452,74,12,87,29.5,86.6,24.7,"completed","0","0","0","0","Elias Kachunga"
"890","Hudd Town","Elias Kachunga",4454,74,14,86.6,24.7,76.9,14.6,"completed","0","0","0","0","Florent Hadergjonaj"
"891","Hudd Town","Florent Hadergjonaj",4470,74,30,90.1,0,90.5,8.8,"completed","0","0","0","1","Alex Oxlade-Chamberlain"
"892","Liverpool","Alex Oxlade-Chamberlain",4490,74,50,67.2,20.6,89.1,5.2,"completed","0","0","0","0","Aaron Mooy"
"893","Liverpool","Joseph Gomez",4498,74,58,29.9,0,60.4,14,"failed","0","0","0","1","Joseph Gomez"
"894","Hudd Town","Chris Löwe",4499,74,59,37.1,92.4,54,83.3,"completed","0","0","1","0","Steve Mounie"
"895","Liverpool","Joseph Gomez",4531,75,31,61.2,30.4,86.6,62.3,"failed","0","0","0","0","Ragnar Klavan"
"896","Liverpool","Ragnar Klavan",4542,75,42,75.5,97.1,76.4,92.7,"failed","0","0","0","0","Steve Mounie"
"897","Hudd Town","Aaron Mooy",4547,75,47,30.1,15,43.2,33,"completed","0","0","0","0","Florent Hadergjonaj"
"898","Hudd Town","Steve Mounie",4549,75,49,43.6,32.2,80.9,19.4,"failed","0","0","0","0","Zanka"
"899","Hudd Town","Florent Hadergjonaj",4571,76,11,85.4,0,79.8,7.6,"completed","0","0","0","1","Aaron Mooy"
"900","Hudd Town","Aaron Mooy",4572,76,12,79.8,7.6,86.2,3.2,"completed","0","0","0","0","Florent Hadergjonaj"
"901","Hudd Town","Florent Hadergjonaj",4574,76,14,86.2,3.2,73.4,3.2,"completed","0","0","0","0","Aaron Mooy"
"902","Hudd Town","Aaron Mooy",4576,76,16,72.6,3.8,66.4,14,"completed","0","0","0","0","Jonathan Hogg"
"903","Hudd Town","Jonathan Hogg",4578,76,18,65.9,13.4,57.7,6.8,"completed","0","0","0","0","Ragnar Klavan"
"904","Hudd Town","Zanka",4581,76,21,61,5.2,77.9,28,"failed","0","0","0","0","Laurent Depoitre"
"905","Liverpool","Ragnar Klavan",4583,76,23,21.5,72.3,36.9,64.5,"completed","0","0","1","0","Alex Oxlade-Chamberlain"
"906","Liverpool","Alex Oxlade-Chamberlain",4586,76,26,36.9,64.5,45.8,70.6,"completed","0","0","0","0","Mohamed Salah"
"907","Liverpool","Mohamed Salah",4587,76,27,45.8,70.6,38,62.4,"completed","0","0","0","0","James Milner"
"908","Hudd Town","Tommy Smith",4641,77,21,30.5,0,48.1,6.5,"failed","0","0","0","1","Jonathan Hogg"
"909","Liverpool","Ragnar Klavan",4643,77,23,52.9,93,59.6,80.6,"failed","0","0","1","0","Jordan Henderson"
"910","Hudd Town","Jonathan Hogg",4643,77,23,45.5,10.6,58.5,8.6,"failed","0","0","1","0","Ragnar Klavan"
"911","Liverpool","Jordan Henderson",4646,77,26,43,85.1,64.4,82.3,"completed","0","0","1","0","Zanka"
"912","Hudd Town","Zanka",4650,77,30,33,10.4,8.1,44,"completed","0","0","0","0","Jonas Lössl"
"913","Hudd Town","Jonas Lössl",4659,77,39,14.2,47.9,47.3,15.8,"completed","0","0","0","0","Rajiv van La Parra"
"914","Hudd Town","Rajiv van La Parra",4663,77,43,47.3,15.8,62.4,18.5,"completed","0","0","1","0","Tommy Smith"
"915","Liverpool","Ragnar Klavan",4716,78,36,38.5,77.3,30.1,54.3,"completed","0","0","0","0","Joel Matip"
"916","Liverpool","Joel Matip",4719,78,39,30.4,50.9,39.3,28.5,"completed","0","0","0","0","Joseph Gomez"
"917","Liverpool","Joseph Gomez",4723,78,43,46.5,17.7,70.7,3.1,"completed","0","0","0","0","Alex Oxlade-Chamberlain"
"918","Liverpool","Alex Oxlade-Chamberlain",4729,78,49,83.5,5.2,82.4,18.2,"completed","0","0","0","0","Jordan Henderson"
"919","Liverpool","Ragnar Klavan",4743,79,3,45.3,54.3,54,43.1,"completed","0","0","0","0","Jordan Henderson"
"920","Liverpool","Jordan Henderson",4745,79,5,53.1,42.2,48.3,23.9,"completed","0","0","0","0","James Milner"
"921","Liverpool","James Milner",4747,79,7,48.6,23.9,61.8,4.3,"completed","0","0","0","0","Joseph Gomez"
